"","id_i","druhK_opraveno","druhO_opraveno","pocet"
"53264","22-8-17-8-28-84","nic","nic",NA
"53272","23-8-16-8-34-45","nic","nic",NA
"53293","23-8-20-15-18-85","nic","nic",NA
"53301","22-8-17-8-59-71","nic","nic",NA
"53315","24-8-17-17-42-83","nic","nic",NA
"53319","23-8-16-9-12-72","nic","nic",NA
"53322","24-8-17-17-53-92","nic","nic",NA
"53323","23-8-16-14-9-84","nic","nic",NA
"53335","24-8-17-18-18-L6","nic","nic",NA
"53372","23-8-19-17-38-51","nic","nic",NA
"53374","23-8-19-17-41-53","nic","nic",NA
"53378","23-8-18-18-30-87","nic","nic",NA
"53382","23-8-17-12-1-87","nic","nic",NA
"53391","23-8-16-10-58-16","nic","nic",NA
"53394","23-8-19-18-20-6","nic","nic",NA
"53405","23-8-16-11-18-L10","nic","nic",NA
"53406","23-8-16-11-16-23","nic","nic",NA
"53410","23-8-17-13-46-89","nic","nic",NA
"53421","23-8-13-12-41-86","nic","nic",NA
"53427","19-8-21-17-27-15","nic","nic",NA
"53430","23-8-16-13-55-L10","nic","nic",NA
"53431","19-8-21-17-33-19","nic","nic",NA
"53432","23-8-16-13-56-98","nic","nic",NA
"53441","19-8-20-14-56-45","nic","nic",NA
"53447","24-8-17-17-49-89","nic","nic",NA
"53451","19-8-18-10-22-15","nic","nic",NA
"53463","19-8-22-13-22-L8","nic","nic",NA
"53467","23-8-16-14-23-72","nic","nic",NA
"53469","23-8-16-14-24-71","nic","nic",NA
"53471","19-8-22-11-45-53","nic","nic",NA
"53493","19-8-21-10-40-54","nic","nic",NA
"53495","22-8-17-14-52-89","nic","nic",NA
"53500","19-8-21-18-40-64","nic","nic",NA
"53501","23-8-20-9-48-4","nic","nic",NA
"53509","22-8-17-15-10-98","nic","nic",NA
"53510","19-8-21-18-53-74","nic","nic",NA
"53513","19-8-21-11-0-74","nic","nic",NA
"53526","23-8-16-15-13-84","nic","nic",NA
"53528","19-8-21-11-10-86","nic","nic",NA
"53531","19-8-21-19-22-L6","nic","nic",NA
"53534","23-8-18-17-18-46","nic","nic",NA
"53535","19-8-22-7-10-49","nic","nic",NA
"53536","19-8-22-7-12-52","nic","nic",NA
"53539","23-8-15-15-27-33","nic","nic",NA
"53541","19-8-22-7-17-56","nic","nic",NA
"53545","23-8-16-17-14-26","nic","nic",NA
"53547","23-8-16-17-17-24","nic","nic",NA
"53550","19-8-22-7-32-64","nic","nic",NA
"53573","19-8-22-12-57-96","nic","nic",NA
"53575","19-8-18-8-35-L2","nic","nic",NA
"53579","23-8-14-9-12-17","nic","nic",NA
"53588","19-8-18-7-33-L9","nic","nic",NA
"53589","23-8-16-17-52-5","nic","nic",NA
"53599","19-8-22-10-12-53","nic","nic",NA
"53601","23-8-17-8-32-L4","nic","nic",NA
"53607","19-8-22-9-22-98","nic","nic",NA
"53608","23-8-17-9-9-5","nic","nic",NA
"53609","19-8-22-9-26-L8","nic","nic",NA
"53616","22-8-17-17-49-56","nic","nic",NA
"53619","23-8-17-9-17-L9","nic","nic",NA
"53621","19-8-22-9-52-98","nic","nic",NA
"53627","24-8-17-16-10-L9","nic","nic",NA
"53631","24-8-18-14-50-35","nic","nic",NA
"53640","22-8-18-8-15-24","nic","nic",NA
"53641","23-8-17-9-41-L1","nic","nic",NA
"53647","23-8-19-13-54-87","nic","nic",NA
"53655","23-8-17-9-51-36","nic","nic",NA
"53666","19-8-22-10-45-23","nic","nic",NA
"53670","23-8-20-15-36-98","nic","nic",NA
"53676","19-8-22-10-58-35","nic","nic",NA
"53678","24-8-17-8-27-L8","nic","nic",NA
"53695","19-8-22-12-58-L6","nic","nic",NA
"53707","22-8-18-9-31-33","nic","nic",NA
"53715","24-8-17-18-48-91","nic","nic",NA
"53716","19-8-22-13-55-L5","nic","nic",NA
"53722","24-8-18-17-37-L9","nic","nic",NA
"53748","24-8-18-6-57-35","nic","nic",NA
"53756","19-8-22-12-16-70","nic","nic",NA
"53764","23-8-14-14-39-4","nic","nic",NA
"53777","23-8-19-18-39-18","nic","nic",NA
"53779","23-8-20-7-11-45","nic","nic",NA
"53781","23-8-20-7-14-47","nic","nic",NA
"53782","24-8-18-7-54-L2","nic","nic",NA
"53785","23-8-17-13-55-81","nic","nic",NA
"53797","19-8-22-12-40-84","nic","nic",NA
"53802","22-8-18-10-49-80","nic","nic",NA
"53807","23-8-14-17-48-52","nic","nic",NA
"53815","23-8-19-8-26-72","nic","nic",NA
"53816","19-8-21-13-47-96","nic","nic",NA
"53817","22-8-18-11-0-93","nic","nic",NA
"53834","19-8-22-8-30-83","nic","nic",NA
"53839","23-8-14-16-15-45","nic","nic",NA
"53847","19-8-22-14-7-L1","nic","nic",NA
"53853","24-8-18-10-36-80","nic","nic",NA
"53860","24-8-18-10-45-86","nic","nic",NA
"53890","19-8-18-14-7-92","nic","nic",NA
"53901","23-8-19-10-32-L1","nic","nic",NA
"53906","19-8-22-8-56-1","nic","nic",NA
"53920","19-8-22-9-8-11","nic","nic",NA
"53923","19-8-22-9-14-16","nic","nic",NA
"53936","23-8-20-8-0-72","nic","nic",NA
"53940","19-8-22-9-28-33","nic","nic",NA
"53942","24-8-17-9-18-98","nic","nic",NA
"53944","22-8-19-11-40-14","nic","nic",NA
"53951","23-8-14-9-25-24","nic","nic",NA
"53956","23-8-20-8-27-85","nic","nic",NA
"53957","24-8-17-18-47-L10","nic","nic",NA
"53958","23-8-20-8-29-87","nic","nic",NA
"53961","22-8-18-9-38-39","nic","nic",NA
"53965","23-8-15-7-38-L1","nic","nic",NA
"53981","22-8-17-8-12-94","nic","nic",NA
"53984","23-8-15-17-6-87","nic","nic",NA
"53986","23-8-15-8-15-46","nic","nic",NA
"53990","23-8-15-8-19-49","nic","nic",NA
"53996","24-8-18-14-51-36","nic","nic",NA
"53999","19-8-22-10-39-84","nic","nic",NA
"54000","19-8-22-10-40-86","nic","nic",NA
"54009","23-8-17-9-41-24","nic","nic",NA
"54023","23-8-15-8-59-71","nic","nic",NA
"54025","19-8-18-17-47-L6","nic","nic",NA
"54027","19-8-22-15-55-29","nic","nic",NA
"54032","22-8-19-10-30-89","nic","nic",NA
"54039","22-8-19-10-36-93","nic","nic",NA
"54043","24-8-17-8-16-L9","nic","nic",NA
"54044","19-8-21-13-41-85","nic","nic",NA
"54046","24-8-17-17-46-86","nic","nic",NA
"54053","24-8-17-11-20-L9","nic","nic",NA
"54056","24-8-17-11-26-L10","nic","nic",NA
"54058","24-8-18-16-20-70","nic","nic",NA
"54067","24-8-17-9-22-94","nic","nic",NA
"54071","19-8-22-12-18-25","nic","nic",NA
"54073","23-8-18-17-56-69","nic","nic",NA
"54076","23-8-14-9-22-22","nic","nic",NA
"54077","19-8-22-8-55-L2","nic","nic",NA
"54079","24-8-18-17-23-91","nic","nic",NA
"54092","19-8-17-7-32-3","nic","nic",NA
"54093","23-8-15-10-36-L9","nic","nic",NA
"54101","19-8-17-7-51-17","nic","nic",NA
"54105","24-8-17-19-29-20","nic","nic",NA
"54116","24-8-18-6-59-33","nic","nic",NA
"54120","23-8-19-18-18-4","nic","nic",NA
"54123","23-8-18-19-2-L7","nic","nic",NA
"54128","19-8-17-8-36-44","nic","nic",NA
"54134","24-8-18-7-28-10","nic","nic",NA
"54137","23-8-19-18-35-14","nic","nic",NA
"54161","23-8-19-8-1-82","nic","nic",NA
"54174","19-8-17-17-57-40","nic","nic",NA
"54206","23-8-20-8-51-92","nic","nic",NA
"54211","19-8-17-10-22-90","nic","nic",NA
"54218","24-8-18-10-39-82","nic","nic",NA
"54223","22-8-17-14-51-88","nic","nic",NA
"54229","22-8-17-14-56-91","nic","nic",NA
"54240","19-8-21-10-57-71","nic","nic",NA
"54247","23-8-16-14-59-45","nic","nic",NA
"54251","19-8-23-7-32-87","nic","nic",NA
"54262","23-8-19-10-25-28","nic","nic",NA
"54265","23-8-16-17-5-35","nic","nic",NA
"54279","19-8-23-8-35-8","nic","nic",NA
"54288","24-8-17-13-27-L5","nic","nic",NA
"54299","24-8-17-14-7-L10","nic","nic",NA
"54306","24-8-17-18-14-L7","nic","nic",NA
"54321","24-8-18-17-22-90","nic","nic",NA
"54322","19-8-21-17-13-49","nic","nic",NA
"54326","19-8-22-9-4-L5","nic","nic",NA
"54328","23-8-17-8-23-L9","nic","nic",NA
"54329","23-8-17-8-25-L7","nic","nic",NA
"54334","19-8-21-12-54-35","nic","nic",NA
"54344","19-8-21-13-3-44","nic","nic",NA
"54350","24-8-17-16-6-L1","nic","nic",NA
"54352","19-8-23-9-30-34","nic","nic",NA
"54353","19-8-23-9-31-35","nic","nic",NA
"54354","24-8-17-16-8-L1","nic","nic",NA
"54361","24-8-18-14-52-37","nic","nic",NA
"54365","24-8-17-17-1-63","nic","nic",NA
"54370","24-8-18-14-59-45","nic","nic",NA
"54399","23-8-19-14-39-71","nic","nic",NA
"54404","24-8-17-17-40-81","nic","nic",NA
"54414","24-8-17-13-28-L10","nic","nic",NA
"54419","22-8-18-10-50-81","nic","nic",NA
"54426","23-8-15-9-27-92","nic","nic",NA
"54455","23-8-16-10-18-L10","nic","nic",NA
"54461","24-8-17-19-19-12","nic","nic",NA
"54480","23-8-14-12-45-L5","nic","nic",NA
"54490","24-8-18-7-15-18","nic","nic",NA
"54497","24-8-18-7-25-11","nic","nic",NA
"54506","24-8-18-7-36-3","nic","nic",NA
"54533","19-8-22-9-13-15","nic","nic",NA
"54542","24-8-18-9-13-63","nic","nic",NA
"54543","23-8-14-15-28-24","nic","nic",NA
"54563","23-8-16-17-49-6","nic","nic",NA
"54565","19-8-17-15-58-L2","nic","nic",NA
"54567","19-8-22-11-46-54","nic","nic",NA
"54572","24-8-18-10-29-74","nic","nic",NA
"54573","19-8-21-10-27-41","nic","nic",NA
"54590","19-8-21-17-28-63","nic","nic",NA
"54595","24-8-18-10-47-88","nic","nic",NA
"54597","24-8-18-10-55-96","nic","nic",NA
"54600","24-8-18-10-58-L6","nic","nic",NA
"54601","24-8-18-11-0-L5","nic","nic",NA
"54603","24-8-18-11-11-L8","nic","nic",NA
"54616","19-8-21-19-3-83","nic","nic",NA
"54624","19-8-21-11-13-89","nic","nic",NA
"54637","19-8-22-7-18-57","nic","nic",NA
"54638","23-8-13-14-20-29","nic","nic",NA
"54643","23-8-13-14-26-25","nic","nic",NA
"54644","19-8-17-17-46-33","nic","nic",NA
"54657","23-8-16-14-3-91","nic","nic",NA
"54662","23-8-16-14-0-93","nic","nic",NA
"54664","19-8-17-9-34-72","nic","nic",NA
"54667","19-8-22-9-27-29","nic","nic",NA
"54684","24-8-17-9-34-87","nic","nic",NA
"54688","19-8-17-15-59-L1","nic","nic",NA
"54691","23-8-17-8-18-L3","nic","nic",NA
"54692","23-8-17-8-20-L1","nic","nic",NA
"54700","19-8-21-12-59-37","nic","nic",NA
"54715","24-8-17-19-28-19","nic","nic",NA
"54738","23-8-16-11-10-L8","nic","nic",NA
"54751","23-8-20-15-17-84","nic","nic",NA
"54762","22-8-18-8-41-48","nic","nic",NA
"54774","23-8-13-9-26-54","nic","nic",NA
"54778","19-8-22-9-10-13","nic","nic",NA
"54782","23-8-20-12-27-35","nic","nic",NA
"54783","23-8-14-8-48-6","nic","nic",NA
"54787","23-8-14-15-32-27","nic","nic",NA
"54796","24-8-18-17-13-80","nic","nic",NA
"54799","24-8-18-17-15-82","nic","nic",NA
"54802","23-8-16-17-51-L2","nic","nic",NA
"54811","19-8-21-17-12-50","nic","nic",NA
"54813","24-8-17-9-44-82","nic","nic",NA
"54841","22-8-18-9-55-51","nic","nic",NA
"54844","23-8-17-12-3-89","nic","nic",NA
"54856","19-8-22-12-20-73","nic","nic",NA
"54857","23-8-17-13-31-L5","nic","nic",NA
"54869","23-8-17-13-45-90","nic","nic",NA
"54875","23-8-14-14-53-L9","nic","nic",NA
"54902","22-8-18-10-48-79","nic","nic",NA
"54912","22-8-18-10-58-91","nic","nic",NA
"54915","23-8-14-15-47-35","nic","nic",NA
"54918","22-8-18-11-59-1","nic","nic",NA
"54938","22-8-18-12-21-14","nic","nic",NA
"54962","19-8-21-17-37-70","nic","nic",NA
"54971","24-8-18-11-12-L7","nic","nic",NA
"54975","23-8-16-14-58-46","nic","nic",NA
"54979","19-8-17-17-13-15","nic","nic",NA
"55007","19-8-22-9-3-6","nic","nic",NA
"55018","23-8-20-12-30-37","nic","nic",NA
"55020","23-8-14-8-46-5","nic","nic",NA
"55032","23-8-14-15-35-L8","nic","nic",NA
"55039","24-8-17-9-21-95","nic","nic",NA
"55043","24-8-17-14-47-8","nic","nic",NA
"55053","19-8-22-13-55-L4","nic","nic",NA
"55059","23-8-17-8-26-L8","nic","nic",NA
"55067","23-8-17-9-8-4","nic","nic",NA
"55087","19-8-21-13-9-49","nic","nic",NA
"55090","24-8-17-16-18-L10","nic","nic",NA
"55095","19-8-18-9-27-70","nic","nic",NA
"55103","23-8-16-8-42-52","nic","nic",NA
"55114","23-8-20-14-59-82","nic","nic",NA
"55123","19-8-18-18-1-L6","nic","nic",NA
"55127","22-8-19-10-31-90","nic","nic",NA
"55129","22-8-19-10-35-92","nic","nic",NA
"55133","24-8-17-8-25-L7","nic","nic",NA
"55151","23-8-16-14-8-85","nic","nic",NA
"55155","19-8-17-15-34-85","nic","nic",NA
"55161","24-8-17-9-23-93","nic","nic",NA
"55169","19-8-22-12-21-32","nic","nic",NA
"55189","23-8-16-10-37-2","nic","nic",NA
"55198","22-8-17-14-41-83","nic","nic",NA
"55199","19-8-23-9-20-24","nic","nic",NA
"55217","23-8-18-19-0-L1","nic","nic",NA
"55235","23-8-19-18-37-16","nic","nic",NA
"55237","19-8-17-8-55-53","nic","nic",NA
"55241","23-8-14-14-56-12","nic","nic",NA
"55252","23-8-16-13-52-L5","nic","nic",NA
"55257","19-8-21-13-13-53","nic","nic",NA
"55261","23-8-17-11-19-54","nic","nic",NA
"55267","23-8-14-8-43-2","nic","nic",NA
"55272","19-8-22-12-48-89","nic","nic",NA
"55273","22-8-17-13-45-65","nic","nic",NA
"55280","24-8-17-18-12-L9","nic","nic",NA
"55288","19-8-22-8-32-84","nic","nic",NA
"55342","19-8-21-17-44-78","nic","nic",NA
"55350","19-8-21-19-15-L2","nic","nic",NA
"55360","23-8-17-13-51-85","nic","nic",NA
"55375","19-8-17-17-47-34","nic","nic",NA
"55387","19-8-17-17-48-35","nic","nic",NA
"55388","19-8-22-9-19-94","nic","nic",NA
"55410","22-8-18-9-30-32","nic","nic",NA
"55421","23-8-16-18-4-L3","nic","nic",NA
"55423","23-8-15-7-36-22","nic","nic",NA
"55427","23-8-15-7-55-25","nic","nic",NA
"55432","19-8-22-9-20-96","nic","nic",NA
"55433","19-8-21-14-33-41","nic","nic",NA
"55434","22-8-17-8-6-98","nic","nic",NA
"55443","24-8-17-19-25-17","nic","nic",NA
"55448","19-8-22-9-56-2","nic","nic",NA
"55451","22-8-17-8-25-86","nic","nic",NA
"55452","23-8-14-10-19-53","nic","nic",NA
"55476","24-8-17-17-15-71","nic","nic",NA
"55479","23-8-17-9-50-35","nic","nic",NA
"55498","22-8-19-10-38-94","nic","nic",NA
"55500","23-8-17-11-17-52","nic","nic",NA
"55503","23-8-14-17-43-56","nic","nic",NA
"55504","23-8-16-17-23-19","nic","nic",NA
"55506","23-8-14-8-44-3","nic","nic",NA
"55511","24-8-18-7-23-12","nic","nic",NA
"55512","24-8-18-18-19-L10","nic","nic",NA
"55518","24-8-17-11-25-L5","nic","nic",NA
"55524","23-8-16-9-51-95","nic","nic",NA
"55545","24-8-18-17-34-L8","nic","nic",NA
"55558","24-8-17-19-22-14","nic","nic",NA
"55566","19-8-22-12-3-63","nic","nic",NA
"55576","22-8-18-10-0-54","nic","nic",NA
"55594","23-8-13-10-46-92","nic","nic",NA
"55595","23-8-17-13-41-93","nic","nic",NA
"55597","23-8-17-13-42-91","nic","nic",NA
"55598","19-8-21-15-36-15","nic","nic",NA
"55599","23-8-13-14-10-45","nic","nic",NA
"55606","23-8-16-11-34-36","nic","nic",NA
"55625","19-8-20-14-55-41","nic","nic",NA
"55634","22-8-17-14-42-84","nic","nic",NA
"55641","23-8-14-15-33-28","nic","nic",NA
"55658","24-8-17-9-30-88","nic","nic",NA
"55671","19-8-22-12-19-72","nic","nic",NA
"55672","19-8-21-12-51-32","nic","nic",NA
"55682","19-8-21-13-3-41","nic","nic",NA
"55702","19-8-21-11-0-75","nic","nic",NA
"55704","23-8-13-13-58-52","nic","nic",NA
"55713","24-8-18-7-22-13","nic","nic",NA
"55715","19-8-21-11-10-85","nic","nic",NA
"55720","24-8-17-17-19-73","nic","nic",NA
"55724","23-8-19-18-38-17","nic","nic",NA
"55725","23-8-13-12-30-93","nic","nic",NA
"55729","23-8-15-15-28-34","nic","nic",NA
"55732","19-8-22-7-20-58","nic","nic",NA
"55736","19-8-22-7-26-62","nic","nic",NA
"55744","23-8-14-17-41-57","nic","nic",NA
"55746","23-8-13-14-28-24","nic","nic",NA
"55748","23-8-15-7-37-23","nic","nic",NA
"55753","24-8-18-18-17-L4","nic","nic",NA
"55773","23-8-13-9-55-64","nic","nic",NA
"55792","23-8-13-10-37-84","nic","nic",NA
"55801","22-8-17-8-10-95","nic","nic",NA
"55803","24-8-17-19-20-13","nic","nic",NA
"55818","24-8-17-16-12-L7","nic","nic",NA
"55823","23-8-16-8-33-44","nic","nic",NA
"55835","24-8-18-18-15-L3","nic","nic",NA
"55836","19-8-21-10-30-46","nic","nic",NA
"55839","23-8-15-17-6-86","nic","nic",NA
"55841","23-8-19-18-34-13","nic","nic",NA
"55856","24-8-18-16-3-58","nic","nic",NA
"55873","24-8-18-7-12-20","nic","nic",NA
"55876","23-8-16-11-15-22","nic","nic",NA
"55906","19-8-21-18-17-51","nic","nic",NA
"55917","23-8-17-13-39-95","nic","nic",NA
"55919","23-8-19-17-23-46","nic","nic",NA
"55928","24-8-17-19-23-15","nic","nic",NA
"55933","24-8-18-6-52-39","nic","nic",NA
"55938","23-8-16-10-52-11","nic","nic",NA
"55944","19-8-18-11-1-92","nic","nic",NA
"55950","19-8-22-9-9-84","nic","nic",NA
"55953","22-8-18-8-6-19","nic","nic",NA
"55954","23-8-15-7-40-24","nic","nic",NA
"55957","19-8-22-9-17-92","nic","nic",NA
"55962","19-8-21-11-12-88","nic","nic",NA
"55967","19-8-21-15-42-17","nic","nic",NA
"55976","23-8-17-13-52-84","nic","nic",NA
"55978","19-8-18-12-4-91","nic","nic",NA
"56008","19-8-21-17-52-33","nic","nic",NA
"56026","24-8-18-17-25-93","nic","nic",NA
"56038","19-8-21-10-29-45","nic","nic",NA
"56042","24-8-18-10-38-81","nic","nic",NA
"56052","19-8-21-10-43-56","nic","nic",NA
"56062","22-8-18-13-29-17","nic","nic",NA
"56064","23-8-17-16-37-2","nic","nic",NA
"56069","22-8-18-13-37-22","nic","nic",NA
"56091","24-8-18-7-53-L3","nic","nic",NA
"56097","19-8-22-8-57-3","nic","nic",NA
"56111","23-8-13-13-57-53","nic","nic",NA
"56117","22-8-18-17-46-91","nic","nic",NA
"56128","23-8-18-14-4-19","nic","nic",NA
"56133","19-8-21-17-43-34","nic","nic",NA
"56140","24-8-18-17-18-85","nic","nic",NA
"56142","24-8-18-17-19-87","nic","nic",NA
"56145","24-8-16-23-56-19","nic","nic",NA
"56151","19-8-21-15-54-28","nic","nic",NA
"56170","19-8-18-8-39-L9","nic","nic",NA
"56172","24-8-17-19-24-16","nic","nic",NA
"56173","23-8-18-16-8-L2","nic","nic",NA
"56176","23-8-17-9-18-11","nic","nic",NA
"56188","23-8-17-14-0-78","nic","nic",NA
"56193","24-8-18-7-11-21","nic","nic",NA
"56209","23-8-13-10-50-95","nic","nic",NA
"56212","23-8-14-11-8-92","nic","nic",NA
"56218","19-8-17-15-41-89","nic","nic",NA
"56229","23-8-18-19-1-L9","nic","nic",NA
"56247","23-8-14-15-30-26","nic","nic",NA
"56252","22-8-18-10-59-92","nic","nic",NA
"56257","23-8-14-12-35-L1","nic","nic",NA
"56271","19-8-21-17-30-17","nic","nic",NA
"56276","24-8-18-7-6-25","nic","nic",NA
"56278","19-8-18-7-47-6","nic","nic",NA
"56283","23-8-14-16-33-L5","nic","nic",NA
"56284","23-8-14-14-44-L1","nic","nic",NA
"56288","23-8-18-18-23-83","nic","nic",NA
"56302","23-8-18-18-39-95","nic","nic",NA
"56307","24-8-18-7-7-24","nic","nic",NA
"56311","23-8-17-12-10-96","nic","nic",NA
"56314","23-8-18-19-11-24","nic","nic",NA
"56318","24-8-18-7-8-23","nic","nic",NA
"56320","23-8-18-19-17-33","nic","nic",NA
"56323","23-8-17-9-44-27","nic","nic",NA
"56326","23-8-17-13-38-96","nic","nic",NA
"56332","23-8-13-12-24-98","nic","nic",NA
"56338","23-8-16-14-46-56","nic","nic",NA
"56355","19-8-21-13-14-54","nic","nic",NA
"56365","19-8-21-11-11-87","nic","nic",NA
"56379","19-8-21-10-50-64","nic","nic",NA
"56391","23-8-20-14-42-71","nic","nic",NA
"56396","23-8-17-11-42-72","nic","nic",NA
"56405","19-8-22-9-20-95","nic","nic",NA
"56406","23-8-13-10-44-90","nic","nic",NA
"56411","23-8-17-9-10-6","nic","nic",NA
"56412","19-8-18-8-34-L3","nic","nic",NA
"56417","22-8-17-8-20-90","nic","nic",NA
"56419","23-8-16-17-12-28","nic","nic",NA
"56448","23-8-17-13-40-94","nic","nic",NA
"56451","19-8-18-11-20-L5","nic","nic",NA
"56464","19-8-17-14-42-28","nic","nic",NA
"56465","23-8-13-14-24-27","nic","nic",NA
"56468","24-8-17-16-17-L6","nic","nic",NA
"56475","23-8-17-12-12-98","nic","nic",NA
"56480","23-8-17-14-45-64","nic","nic",NA
"56481","19-8-21-10-25-39","nic","nic",NA
"56498","23-8-15-17-2-82","nic","nic",NA
"56504","19-8-17-15-46-94","nic","nic",NA
"56513","19-8-21-18-49-70","nic","nic",NA
"56517","19-8-21-10-18-32","nic","nic",NA
"56518","23-8-17-9-34-L7","nic","nic",NA
"56533","23-8-14-16-35-L10","nic","nic",NA
"56540","23-8-13-9-9-46","nic","nic",NA
"56562","23-8-17-12-12-L6","nic","nic",NA
"56604","24-8-17-17-55-94","nic","nic",NA
"56621","24-8-18-10-46-87","nic","nic",NA
"56622","19-8-21-10-44-57","nic","nic",NA
"56623","19-8-21-17-59-96","nic","nic",NA
"56638","23-8-14-10-21-55","nic","nic",NA
"56646","23-8-13-10-41-87","nic","nic",NA
"56647","23-8-13-10-39-86","nic","nic",NA
"56649","19-8-21-10-34-48","nic","nic",NA
"56651","22-8-17-17-43-53","nic","nic",NA
"56652","19-8-22-9-28-L1","nic","nic",NA
"56653","19-8-21-14-43-44","nic","nic",NA
"56657","24-8-18-6-51-40","nic","nic",NA
"56658","19-8-18-8-26-62","nic","nic",NA
"56663","24-8-18-10-53-94","nic","nic",NA
"56670","23-8-17-12-0-85","nic","nic",NA
"56679","24-8-18-7-17-16","nic","nic",NA
"56695","22-8-18-10-24-64","nic","nic",NA
"56696","19-8-22-18-44-1","nic","nic",NA
"56707","22-8-18-10-36-72","nic","nic",NA
"56708","19-8-21-10-54-67","nic","nic",NA
"56720","22-8-18-9-57-52","nic","nic",NA
"56721","23-8-17-9-25-17","nic","nic",NA
"56728","22-8-18-8-16-25","nic","nic",NA
"56729","23-8-17-9-4-1","nic","nic",NA
"56730","19-8-21-12-53-34","nic","nic",NA
"56737","22-8-18-10-52-84","nic","nic",NA
"56756","23-8-20-12-5-25","nic","nic",NA
"56762","23-8-17-9-10-L2","nic","nic",NA
"56776","19-8-21-10-53-66","nic","nic",NA
"56778","24-8-18-10-48-89","nic","nic",NA
"56784","19-8-22-9-52-L6","nic","nic",NA
"56785","19-8-18-9-12-63","nic","nic",NA
"56790","23-8-14-11-16-86","nic","nic",NA
"56792","19-8-20-13-48-64","nic","nic",NA
"56806","23-8-17-12-15-L5","nic","nic",NA
"56814","19-8-21-11-15-92","nic","nic",NA
"56825","19-8-17-14-8-41","nic","nic",NA
"56847","19-8-21-17-16-53","nic","nic",NA
"56849","23-8-13-10-35-82","nic","nic",NA
"56856","19-8-21-10-51-65","nic","nic",NA
"56861","19-8-21-17-20-57","nic","nic",NA
"56863","23-8-13-10-52-98","nic","nic",NA
"56865","23-8-15-7-22-L9","nic","nic",NA
"56875","23-8-17-11-57-82","nic","nic",NA
"56896","23-8-13-13-36-64","nic","nic",NA
"56903","19-8-18-8-42-L7","nic","nic",NA
"56907","23-8-13-9-8-45","nic","nic",NA
"56908","23-8-14-12-3-65","nic","nic",NA
"56911","23-8-20-14-23-64","nic","nic",NA
"56925","23-8-16-14-33-64","nic","nic",NA
"56939","24-8-18-18-20-L6","nic","nic",NA
"56944","23-8-14-12-37-L2","nic","nic",NA
"56945","24-8-18-10-54-95","nic","nic",NA
"56956","19-8-21-10-49-63","nic","nic",NA
"56966","19-8-21-13-44-91","nic","nic",NA
"56971","23-8-17-13-47-88","nic","nic",NA
"56979","23-8-17-13-49-86","nic","nic",NA
"56989","23-8-13-12-27-95","nic","nic",NA
"56991","19-8-18-8-49-L10","nic","nic",NA
"56992","23-8-17-12-10-95","nic","nic",NA
"57037","23-8-18-18-58-L3","nic","nic",NA
"57038","23-8-17-12-13-L10","nic","nic",NA
"57088","19-8-22-12-51-91","nic","nic",NA
"57089","19-8-22-12-52-92","nic","nic",NA
"57143","23-8-17-15-44-48","nic","nic",NA
"57145","23-8-14-16-53-86","nic","nic",NA
"57156","23-8-17-16-40-4","nic","nic",NA
"57168","22-8-18-17-8-64","nic","nic",NA
"57184","19-8-21-17-58-94","nic","nic",NA
"57209","24-8-16-23-5-3","nic","nic",NA
"57216","24-8-16-23-16-7","nic","nic",NA
"57222","22-8-19-8-2-65","nic","nic",NA
"57224","22-8-19-8-4-66","nic","nic",NA
"57232","23-8-15-7-27-15","nic","nic",NA
"57237","22-8-19-8-28-79","nic","nic",NA
"57249","24-8-17-0-19-29","nic","nic",NA
"57250","24-8-17-0-21-32","nic","nic",NA
"57256","23-8-15-8-4-36","nic","nic",NA
"57257","24-8-17-0-45-74","nic","nic",NA
"57260","23-8-18-15-2-L6","nic","nic",NA
"57261","24-8-17-0-53-90","nic","nic",NA
"57266","19-8-22-10-30-74","nic","nic",NA
"57271","22-8-19-9-43-52","nic","nic",NA
"57273","24-8-17-6-33-11","nic","nic",NA
"57275","23-8-18-16-21-L5","nic","nic",NA
"57278","24-8-17-6-42-15","nic","nic",NA
"57281","24-8-17-6-45-17","nic","nic",NA
"57288","24-8-17-6-56-23","nic","nic",NA
"57291","24-8-17-7-2-27","nic","nic",NA
"57297","24-8-17-17-20-74","nic","nic",NA
"57302","23-8-15-9-0-72","nic","nic",NA
"57304","19-8-21-13-29-70","nic","nic",NA
"57306","24-8-17-7-27-45","nic","nic",NA
"57310","24-8-17-7-34-49","nic","nic",NA
"57316","19-8-18-18-18-L9","nic","nic",NA
"57325","22-8-19-11-23-3","nic","nic",NA
"57326","19-8-20-14-6-1","nic","nic",NA
"57332","22-8-19-11-28-7","nic","nic",NA
"57343","24-8-17-9-19-96","nic","nic",NA
"57372","19-8-17-7-38-7","nic","nic",NA
"57380","19-8-17-7-50-15","nic","nic",NA
"57383","22-8-19-14-27-50","nic","nic",NA
"57387","19-8-17-8-4-23","nic","nic",NA
"57388","19-8-17-8-7-24","nic","nic",NA
"57391","19-8-17-8-12-27","nic","nic",NA
"57396","23-8-18-18-52-L6","nic","nic",NA
"57398","19-8-17-8-19-34","nic","nic",NA
"57403","19-8-21-10-21-83","nic","nic",NA
"57405","19-8-17-8-35-41","nic","nic",NA
"57412","23-8-18-19-15-29","nic","nic",NA
"57420","23-8-15-11-36-47","nic","nic",NA
"57430","24-8-18-8-2-L8","nic","nic",NA
